4.742994834490124134e+01,1.102723900167218885e+00,1.195993311018086258e+00,7.962690779155274790e-01,4.195235392680606856e-01,9.260669522232400919e-02,7.930251502246941919e-02,1.564921592871962308e-02,5.000000000001137215e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.785677655436823663e+00,1.316662447250623647e+00,1.591037397423454181e+00,7.903304512811188953e-01,5.961124055075524009e-01,8.802181547775541626e-01,8.069145624606942346e-02,1.257142857142843073e-01,4.999999999999928807e-02,2.154524381074231568e-02,1.095445115010373720e-02
3.826225293941798444e+00,1.144727041700334347e+00,1.508442905780660537e+00,7.595320196600585660e-01,9.483406560935772056e-01,5.823263689719050396e-01,6.277295950044454731e-01,2.258769757263132394e-01,1.184799561107269666e-01,6.681465057054412904e-02,7.483314773547153874e-03
6.324555320336758824e-01,5.381449618829466930e-01,6.999999999999977351e-01,1.104415380793538626e+00,3.026549190084323881e-01,6.632043425672045078e-01,4.791659420284395399e-01,3.451116352954869959e-01,1.878163997099261684e-01,6.301087501670206426e-02,2.799999999999909853e-02
1.959591794226542394e+00,7.939773296511678513e-01,6.099180272790751811e-01,7.969385867876596086e-01,8.547806736233571900e-01,7.289883400987966500e-01,3.587942771747252846e-01,2.168418966972619488e-01,1.456451166362957017e-01,2.667222164363922676e-01,3.709447398198187362e-02
2.059126028197399982e+00,3.440930106817047252e-01,1.120089282155668275e+00,5.806509756777783471e-01,6.033241251599342769e-01,7.531905469401461994e-01,7.089428749906431237e-01,7.032287055040482571e-01,3.542068604643332508e-01,2.687511125443511895e-01,1.276557871778637998e-01
1.019803902718557032e+00,6.852736679604752856e-01,5.885575587824870558e-01,1.376856322690690027e+00,5.984145720150871872e-01,2.401332963168556489e-01,4.161196409153880560e-01,8.053697338261847083e-01,3.294502997418570778e-01,4.125440492754616217e-01,1.985547783358546925e-01
1.166190378969060193e+00,5.966573556070527973e-01,5.844655678480989991e-01,8.317585119625888757e-01,7.275987905432502734e-01,6.913638694638338800e-01,3.843320323771007851e-01,6.369314191128110370e-01,4.624391851908726259e-01,4.241127266874604174e-01,9.826494797230343747e-02
9.797958971132713080e-01,5.388877434122980592e-01,6.491532946846982899e-01,4.230051221124083716e-01,8.303011501858816867e-01,4.992794808521573979e-01,1.271045064329164309e-01,5.617029500382191287e-01,4.453509851791079277e-01,2.784791146279192997e-01,1.899894733926099644e-01
1.199999999999999956e+00,3.072458299147444172e-01,8.896066546513695661e-01,1.231331709076713965e+00,3.426368339802350338e-01,4.078038744298532192e-01,9.002221947941556612e-01,4.633859413191619980e-01,3.321332563896605694e-01,5.455725274572141847e-01,2.446712079505895809e-01
