0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,5.000000000000000104e-03,2.600000000000000228e-02,8.799999999999999489e-02,2.429999999999999660e-01,4.129999999999999782e-01,5.549999999999999378e-01,6.620000000000000329e-01,7.980000000000000426e-01,8.429999999999999716e-01,8.930000000000001270e-01,9.459999999999999520e-01,9.649999999999998579e-01,9.790000000000000924e-01,9.970000000000001084e-01,9.950000000000001066e-01,9.989999999999999991e-01,9.989999999999999991e-01,9.989999999999999991e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,2.500000000000000139e-02,1.389999999999999847e-01,2.999999999999999889e-01,4.400000000000000577e-01,5.890000000000000790e-01,7.590000000000001190e-01,8.259999999999999565e-01,8.950000000000001288e-01,9.320000000000000506e-01,9.579999999999998517e-01,9.719999999999998641e-01,9.819999999999999840e-01,9.870000000000000995e-01,9.949999999999998845e-01,9.880000000000001004e-01,9.970000000000001084e-01,9.970000000000001084e-01,9.979999999999999982e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000203e-02,1.160000000000000198e-01,3.029999999999999916e-01,4.759999999999999787e-01,6.590000000000000302e-01,7.789999999999999147e-01,8.850000000000000089e-01,9.070000000000000284e-01,9.640000000000000790e-01,9.519999999999999574e-01,9.669999999999999707e-01,9.769999999999999796e-01,9.879999999999998783e-01,9.890000000000001013e-01,9.870000000000000995e-01,9.970000000000001084e-01,9.890000000000001013e-01,9.949999999999998845e-01,9.950000000000001066e-01
0.000000000000000000e+00,0.000000000000000000e+00,7.800000000000001377e-02,2.670000000000000151e-01,4.809999999999999831e-01,6.830000000000000515e-01,8.070000000000000506e-01,9.070000000000000284e-01,9.330000000000000515e-01,9.599999999999999645e-01,9.780000000000000915e-01,9.790000000000000924e-01,9.810000000000000941e-01,9.890000000000001013e-01,9.919999999999999929e-01,9.939999999999999947e-01,9.949999999999998845e-01,9.939999999999999947e-01,9.949999999999998845e-01,9.979999999999999982e-01,9.960000000000001075e-01
0.000000000000000000e+00,6.000000000000000125e-03,1.449999999999999900e-01,4.289999999999999925e-01,6.550000000000000266e-01,8.290000000000000702e-01,9.109999999999999210e-01,9.499999999999999556e-01,9.730000000000000870e-01,9.760000000000002007e-01,9.849999999999999867e-01,9.969999999999998863e-01,9.919999999999999929e-01,9.939999999999999947e-01,9.969999999999998863e-01,9.949999999999998845e-01,9.979999999999999982e-01,9.960000000000001075e-01,9.989999999999999991e-01,9.989999999999999991e-01,9.989999999999999991e-01
0.000000000000000000e+00,6.100000000000001255e-02,5.580000000000000515e-01,8.680000000000001048e-01,9.689999999999999725e-01,9.949999999999998845e-01,9.979999999999999982e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.190000000000000224e-01,7.029999999999999583e-01,9.390000000000000568e-01,9.849999999999999867e-01,9.989999999999999991e-01,9.989999999999999991e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.069999999999999896e-01,7.960000000000000409e-01,9.690000000000000835e-01,9.970000000000001084e-01,9.989999999999999991e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.819999999999999729e-01,8.720000000000001084e-01,9.819999999999999840e-01,9.960000000000001075e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.609999999999999765e-01,6.540000000000000258e-01,8.980000000000000204e-01,9.659999999999999698e-01,9.950000000000001066e-01,9.960000000000001075e-01,9.960000000000001075e-01,9.989999999999999991e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
